v1,v2
spam,Your number has won 700 000 in coca-cola 2011.To receive   your Award send your Name  Address and number to  Mr.Gordon on Email: cocacolaprize56@yahoo.com 
spam,Who is your favorite author? ^Your Favorite Author Reply within 24 hrs to help us get to know you better. 
spam,o solve all your credit card & loan problems immediate relief - FREE Consulting legal help center -9871968068/914148391 
spam,o Remember 45454545 (Hello 45) for any kind of product/service information for Delhi & NCR. Every 100th caller will be gifted Bentley tie 
spam,o Regular/Part- Time MBA/MS from Stratford University (USA) in India. Hurry!!! Last Date for Admission 23-Aug. For Details Contact MAII: 991059544 
spam,o More Hair Fall & Dandruff ! Get New Hair ! Buy Ayurvedic Nisargalaya Hair oil Rs999/-FREE HEAD MASSAGER!Guaranteed Result.No side Effects.Cal 931272233 
spam,O filter every Three month service karwaye aur paani se utpan bimari se bache for SERVICE / AMC ke liye Call karey- 931122024 
spam,JUSTDIAL is looking for Business Associates  from Bangalore area. You can earn over Rs. 50000 pm. To know more call 28888888 or visit reseller.justdial.com
spam,o 1 chip level repair/training center for laptop & desktops with 15 years reliable service. Microworld computer lab ph:9945071823. www.microworldrepairs.co 
spam,nx4ur entry.U cud win a Suzuki GS150R bike hourly.Mega prize-1 Suzuki Hayabusa bike!V'l revert if u r shortlisted.Pls keep this cap/label4validation.T&Cs Appl 
spam,Blyk Facemash! One half of this facemash is Asin of the Ghajini fame. Who is the other one? 1) Freida Pinto 2) Genelia D'Souza 3) Anushka Sharma ^1/ 2/ 3 Reply within 24 hrs to get the buzz on her next release. 
spam,nvst Rs16lac in fuly furnshd office space&amp; Earn Rs16K P.M wid bank gaurantee.NoidaExt.Hurry booking open avail best location &amp; inaugural disc. Sms IFI S?5303 
spam,nterested to keep your Nokia secure from theft? You can with F-Secure Mobile Security. Download free trial: http://store.ovi.com/publisher/F-Secure/?cid=f 
spam,Who do you want to be like? Your role model: 1) Sports Person 2) Actor 3) Politician ^ 1/ 2/ 3 Send the name of your role model if the above does not apply 
spam,nstall German Based SVS POWER SAVER & save upto 50% electric bill(100% result) Govt. Apprvd.+3months Money Back)free fitting. Only Rs-1250. Call-9717954806 
spam,NSE Buy JIKINDS(511618) at 16.60 sl 15 target 25 & 29 BUY IN BUNCH COMPANY TAKE OVER NEW 5 finance company buy and Make SURE Profit.www.focusinvestment.i 
spam,NR Switch N Radio are looking for fresh engg grads in EC and EE. 8 weeks Training in GSM and CDMA. Registration and Test on 11 Apr For Details Call 0969021234 
spam,Now you can transfer your account balance to your dear one when in need just dial *122*166# starting Rs5 to Rs100 in a day.T&Capply.Hurry 
spam,Now with Hungama Pack RC 6 enjoy STD @40p/min and Local calls @60p/min with 15 days validity ! 
spam,Now watch live coverage of the ICC CRICKET WORLD CUP 2011 from ESPN STAR Sports on WWW.ESPNSTAR.COM/CWCLIVE Coverage starts from 2 pm 19th February 
spam,Now u can enjoy Love tips  picture messages  Ringtones  Shivratri special  Jokes  Horoscope  Cricket  News  Suvichar  Shayari aur bahut kuchh Dial *56300# free. 
spam,Blooper or Brilliant? Socks with Sandals - A fashion blunder? ^ Yes / No Reply within 24hrs to know some tricks to avoid fashion faux pas. 
spam,Now SMS at affordable rate! Get 10 Local/National SMS per day (valid till midnight) at a charge of Re1/day for 30 days. To subscribe   dial *777*1# (toll free). 
spam,Now Send Messages on DND Number Tension Free. Services at very attractive prices. For Booking Contact @ 09350073232 
spam,Now Rchg 40pack available for Pay Per Call & Pay per secnd customers.Get 200 Local R-R min free on E-Rech of Rs40. Validity 30 dys.Reliance 
spam,White   coffee   Khakhi   Red   Aqua in Crocband + Much awaited New DESIGNS Just Arrived @The Arcade   Kazi road   gangtok 
spam,NOW PROMOTE YOUR BRAND BY SENDING SMS BY YOUR OWN BRAND NAME. MOST GENUINE DELIVERY   DASHING RATES   24X7 CUSTOMER SUPPORT. VISIT WWW.ALLCOM.CO.IN. 
spam,Now Order & Pay for Dominos Pizza using Mobile App. Goto www.ngpay.com/dominoswap to download app. & Get 25% Off   Min bill Rs.300.Coupon:AL25A.Vld:30Apr.T&C 
spam,Now manage stress easily at work and home! For simple ways to de-stress   SMS STR to 54444 (toll-free). 
spam,Now know the Creepy & Shocking Secrets of ur Friends & make ur friends astonished by their own top secrets!!SMS TOP <ur frnd name> to 57777 at 3MT eg TOP AMIT 
spam,Now it is time to give yourself or the women in your life the gift of Good Health. Manipal Hospitals offers Well Women screening package. Pl call 9741080000 
spam,Now Idea customers can recharge even while roaming in Punjab. So when you run out of balance while roaming just visit any idea retail counter & recharge 
spam,Jobless! If you loose your job suddenly  what would you do? 1) Beg 2) Borrow 3) Steal ^1/2/3 Reply Within 24 hrs to know what  Jerry  &  Nick  did when they lost their job. 
spam,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573  
spam,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573 
spam,Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:9311304872/9268250573 
spam,Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:7827450410/9268250573 
spam,Which book of Chetan Bhagat's did you like best? 1) Five Point Someone 2) 2 States 3) The 3 Mistakes Of My Life 4) One Night @ The Call Center ^1/ 2/ 3/ 4 
spam,Now Get*SAUNA SLIM BELT(Rs650) &*VIBRATION+SAUNA BELT(Rs999)*NCR(Rs50 Extra)*Lose FAT(5 inch)+FreeSLIM.TEA *Ph:9311304872/9268250573 
spam,Now get(2x1)*VIBRATIION BELT(Rs999)&SAUNA SLIM BELT(Rs650)*NCR(Rs50 Extra)ReduceFAT(8 inch)+FreeYOKO Call:9717268132/9311304872 
spam,Now get SMS2.0 and send 2 FREE COLOUR SMS to ur friends everyday. Also get FREE FIFA  Jokes  Movies content.Click on http://125.21.241.77/d to get SMS2.0 for free. 
spam,Now get Savings + Wealth Creation + Guaranteed Returns with no risk of Market fluctuations. All in one Wealth Plan. sms PD to 56070 to know more. 
spam,Now get Savings + Wealth Creation + Guaranteed Returns with no risk of Market fluctuations. All in one Wealth Plan. SMS PD to 56070 to know more. 
spam,Federer Wins! How many times has Roger Federer won the ATP Tour Finals? 1) 4 2) 5 3) 6 4) I'm not interested in Tennis ^1/ 2/ 3/ 4 Reply within 24 hrs to get a video FREE from Blyk on Aircel. 
spam,Now get Savings + Wealth Creation + Guaranteed Returns with no risk of Market fluctuations.  All in one Wealth Plan. sms PD to 56070 to know more 
spam,Now get Rs.1000 OFF on safe treatment of Hairfall   Skin diseases   poor immunity   allergies. Call Dr.Batras at 18002096767 to book your appointment.Ltd Offer 
spam,Now GET RID OFF-Cockroach-Termite-Bedbug-Rats-Any Pest4Best DEALS inPestControlServices/Chemical/Herbal/OdorlessDIAL-N-ASK011-62222222 
spam,Now GET RID OFF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 011-62222222 
spam,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222 
spam,Where to celebrate 31st night? Call ZatSe  Aap Ki Information helpline at 011-68006800 for details about parties in your area. 
spam,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 011-62222222 
spam,Now get instant Rs 17 STD Talktime on recharge for Rs 14 STD Pack with 1days validity! Talk more Pay less on RC14. For other offers Dial 12131 
spam,NOW GET FULL TALKTIME ! Recharge Rs55 and get full talktime of Rs55 with 10 Days Validity. Hurry Recharge Now and stay connected with Aircel. 
spam,Now Get Flat 20% off on Akkriti Mens Kurta -Pyjama Set. Truly a must have for every wardrobe- one does not know when the occasion arises. TC 
spam,Long-Distance Love? Is long distance affecting your relationship? ^Yes/No All your replies to Blyk on Aircel are free. 
spam,Eco-Friendly Would you like to save the environment? ^Yes / No Reply within 24hrs to know how to buy wooden products  which do not affect the forest. 
spam,Now do not miss your favorite Tv serials  watch Sony  Zoom and lot More live only on your Aircel Popkorn. Click: 
spam,NOW Displaying the NEW Summer Collection at JOHN PLAYERS Dwarka Sec-5 (near HDFC Bank) 
spam,Now consecutive 18 circuits left in Bhoruka Alum (506027) till Rs. 30  Buy strongly  visit bse web for bonus details  valuation stays at Rs. 30  Buy in bulk 
spam,Now Book Round Trip Air Tickets at www.EaseMytrip.in and Save Upto Rs.3000/-  Click on LCC RoundTrip Fares on Search Box For Best Price www.EaseMyTrip.in 
spam,Now Book 4 Star Hotel Kohinoor Continental-Near Mumbai Int. Airport On Mobile http://m.hotelkohinoorcontinental.com    Give Us Your Feedback 
spam,Now attain spiritual enlightenment through the revelations of the sacred word of Allah. Get Koran verses everday thru FREE sms. Sms JOIN KORAN to 09219592195 
spam,When you're thirsty  what do you reach out for? 1) A cold drink 2) Tetra-packed Juice 3) A glass of water 4) Fresh juice ^1 2/ 3/ 4 All replies are FREE! 
spam,now APPEALs winter SALE is upto 60%off on most of the garments only few days left. for MORE OFFERS visit at Shipra  Dlf  Rajouri  His-appeal&UTURN. 
spam,Now a Saving plan that gives you Guaranteed Returns irrespective of market fluctuations. SMS PD to 56070 to know more. 
spam,NOW 50% off on AllReadymade Suits  open all 7 days  All STORES BOMBAY SELECTIONS 
spam,Lady Don 2 Who is Shahrukh Khan s female gangster companion in Don 2? 1) Lara Dutta 2) Deepika Padukone 3) Kareena Kapoor ^1/2/3 Reply within 24hrs to get a song clip. 
spam,Now   Write Loooooong 140 character messages @ WAY2SMS.COM. Express more...Visit WAY2SMS.COM Now. - Enjoy SMSing WAY2SMS TEAM 
spam,Now   Write Loooooong 140 character messages @ WAY2SMS.COM. Express more...Visit WAY2SMS.COM Now.-Enjoy SMSingWAY2SMS TEAM 
spam,Nova Medical Centers Sadashivanagar launches WellWomen package Rs.2100 now at Rs.799 on Occasion of Womens Day Consult our gynaecologist 9986228724 9902340957 
spam,Nova Medical Centers  conducts a shoulder Pain clinic on Mar 5th.Consult our renowned shoulder specialists Dr.Mahesh Reddy & Dr.Jatty Call-9686578312 9980295914 
spam,Not satisfied with ur existing bulk sms provider. Buy SMS service as low as 2 paisa/sms from SMSC visit www.SmscGateway.in - Resellers Invited. 
spam,NON-STOP INTERNET. Enjoy UNLIMITED BROWSING with Pocket Internet. Dial *234*98# OR visit your retailer & recharge PI98 to enjoy unlimited High Speed Internet. 
spam,WHATS YOUR NUMBER contest is bck  Now Get15Grams SiverCoin on 1case & Get Silver+Titan WristWatch on 2Cases  Also U hv chance 2 win GOLD COIN - via WAY2SMS.COM 
spam,NON-STOP INTERNET. Enjoy UNLIMITED BROWSING with Pocket Internet. Dial *234*2900# OR visit your retailer & recharge PI29 to enjoy unlimited High Speed Internet. 
spam,NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*98# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ 
spam,NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ 
spam,Bond Girl? Which Indian actress you would like to see as Bond Girl? 1) Bipasha 2) Kareena 3) Katrina ^1/ 2/ 3 Reply within 24 hrs to know who's the next Bond Girl. 
spam,WHATS YOUR NUMBER CONTEST  Get15 Grams SilverCoin on 1case & Get15 Grams Silver + Titan WristWatch on 2cases subject to min prem.of 10K.....-160by2.com {Catch the legendry detective SHERLOCK HOLMES in an all new avatar. In cinemas 8 Jan'10} 
spam,Nokia E7 - the ultimate business smartphone. View & edit office documents   sync to work emails and do lots more with Ovi apps. http://ct.nokia.com/?587335969 
spam,Nokia E7 - the ultimate business smartphone. View & edit office documents   sync to work emails and do lots more with Ovi apps. http://ct.nokia.com/?543705272 
spam,NOKIA E5 ya Rs15000 tak CASH ho sakta hai aapka 1 sahi jawaab deker Q)Supreme Court kaha hai ? A)Delhi B)Hisar Reply A or B to 57272 Rs2/sms 
spam,NOIDA Hottest Property On Express Way * Today Homes Ridge Residency at Sec 135 with2 3 4 BHK available in 2370p/sq. fts *For Query call@9250230534 
spam,Noida Expressway option to book 2/3/4 BHK Flats at Logix Blossom Greens Sec-143   Possession 18Mnts   BSP @ 2700/- Psqft   Estate Promoters 9911655750 9911571106 
spam,Noida Commercial Wave Sec-18  Silver @ 11500/- PSF  Gold @ 12500/- PSF   Logix Sec-124 @ 8200/- PSF For Best Deal Call 9711131802 /3 
spam,NOIDA BEST PROPERTY ON SALE  Buy ur DREAM HOME at Noida Ext Earth Town  2 BHK @ 17.45 lacs onwards.BEST LOCATION at BEST PRICE  Send YES or CALL at 9899315927 
spam,No worries. Get TRAIN details like latest PNR status  Arrival/Departure timings   Train Time Table   Fare & Seat availability by SMS. Type RAIL and SMS it to 139 
spam,No network   switched off ya low batt! Call miss ho gayi   koi baat nahin! Ab Rs.15/mth mein chinta door. SMS MCA R to 58999 aur pao har missed call ke SMS alert! 
spam,Wild Ride India s first dirt bike makes its debut in 2012 Auto Expo! What s it called? 1) KTM Duke 125 2) KTM Duke 200 ^1/2 All your replies to Blyk on Aircel are free. 
spam,No more fear of market fluctuations. Secure your gains by investing in ICICI Pru life policy to get guaranteed returns on maturity and tax benefit. For m 
spam,What were you in your past life? find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS 
spam,No holidays! No Sundays! Now Send and Receive money instantly  anytime from your mobile. Contact your bank to know more or visit www.npci.org.in/aboutIMPS.aspx 
spam,NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15  046pm Sample appt ready 5min from Amity 9999975317 
spam,nlimited SMS! Recharge karein Rs98 se aur payein Unlimited Local aur National SMS (upto 700 SMS/Day) poore 30 din ke liye 
spam,nlimited SMS! Recharge karein Rs88 se aur payein Unlimited Local aur National SMS (upto 700 SMS/Day) poore 30 din ke liye 
spam,NLIMITED INTERNET WIMAX BROADBAND CONNECTION NOW AVAILABLE IN YOUR AREA.NO SD/INSTALLATION CHARGES.NO DIGGING/LANDLINE BILLS. T&C APPLY CALL/SMS Mb:9343133078 
spam,nlimited Internet surfing/downloading(upto 2GB ) for 30 days! Just recharge your Airtel mobile with Rs98 to avail the benefit. Charges post free usage-30p/50K 
spam,nlimited internet surfing (200 MB tak) poore 3 din ke liye sirf Rs18 mein! Dial karein *567*13# ya Rs18 se recharge karein. Free usage ke baad charge 30p/50KB 
spam,nlimited internet surfing (200 MB tak poore 3 din ke liye sirf Rs18 mein. Dial karein *567*13# ya Rs18 se recharge karein. Free usage ke baad charge 30p/50KB 
spam,Soup Recipes Warm up your winters with one of these nutritious soups! Choose to get the recipe: 1) Onion Potato Soup 2) Hot and Sour Soup 3) Hot Cheese Soup ^1/ 2/ 3 Reply within 24 hrs to get step by step instructions. 
spam,nlimited internet surf karein (200 MB tak) poore 3 din ke liye sirf Rs18 mein! Dial karein *567# ya Rs18 se recharge karein. Free usage ke baad charge 30p/50K 
spam,nlimited dream jobs only for you matching ur needs & salary interests only on JobsOnPhone.Dial 566942 right now to subscribe for only Rs30/month.Call ?Rs 3/mi 
spam,What were you in your past life? Do you belive in past life ?   find out your inside past. SMS Past <date of birth> to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS 
spam,njoy weekend with Domino's!Get Garlic Bread+Dip FREE on a minimum bill of Rs.350.Now order online at www.dominos.co.in/orderonline. Cpn:NET09.Vld:25july.T& 
spam,njoy Unlimited Trading for Rs. 699 p.m(T & C apply). SMS 'JTN to 56767' for details please visit: www.justtrade.i 
spam,njoy unlimited internet surfing at night (upto 2GB) and 100MB download from 8am-11.55pm for 30 days. Recharge with just Rs95! Charges post free usage 30p/50K 
spam,njoy Outgoing facility while roaming internationally on your Airtel prepaid! For country & tariff details send INTROAM to 170 (free) 
spam,njoy life to the maximum with ShivalikGold Capsules for Men made as per ancient healing secrets once restricted to Kings www.shivalikherbals.com M: 950128618 
spam,njoy internet on MTNL 3G connection with speed upto 3.6 MBPS @1Paisa/10kb or less. Call 1503 for details 
spam,njoy Happy Family Holidays with Club Mahindra! Sign up&amp; Get FREE 32 inch Panasonic LCD TV + 7 days internatnl holiday. Cal 9717902621 or sms HOLIDAY to 5454 
spam,Coffee Myth Coffee drinkers are more prone to heart diseases. 1) True 2) False ^1/2 Reply within 24hrs to know a few facts about coffee. 
spam,njoy Happy Family Holidays with Club Mahindra! Sign up & Get FREE 32 inch Panasonic LCD TV + 7 days internatnl holiday. Call 9958141043 / sms HOLIDAY to 5454 
spam,njoy great offers on McDonalds Home Delivery with McSmiley booklet. Just call 66000666 now and get your own booklet with every order of above Rs 250/-.T&C Ap 
spam,njoy 7N/8D stay in Premium Resorts Anywhere in the World at a 70% Discounted Rate of Rs 7000. For Details SMS GOODLIFE to 58888 TnC appl 
spam,Your Number has won 365 000 pounds and two mobile phones in the ongoing COCACOLA/UK PROMO. Contact MR. Billy: cocacolaclaimsoffice@yahoo.com +447014233755 
spam,What were you in your past life? Do you belive in past life ?   find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS 
spam,NITECH launching NEW Residential Project-Sector 69-Gurgaon.2 and 3 BR Aptts.Budget 45 to 65 Lacs.3 yrs Possession.4 Details Pl SMS your email Id on 880041889 
spam,Nirala launches Aspire  - Noida extn 2/3/4 BHK  - No EMI for 30 mnths  - Corporate rates available  - Hurry for best locations Contact 9560090095 
spam,NIRALA launches **ASPIRE* homes *No EMI till possn *Loc-Noida EXTN *Price starting@15.3 lacs *For 100 units Book Now sms DN to 56161 OR Call 8860683241 
spam,Nimbus Present Express Park-view 2/3BHK LUXRS FLATS@15.51 onwds *prpsd Metro stn *F1 Racing*Opp 5 StarHotel TajExp way*Gr.Noida SMS EP to 57333/9560184440 
spam,Nimbus Present Express Park-view  2/3BHK LUXRS FLATS@15.51 onwds  *prpsd Metro stn  *F1 Racing*Opp 5 StarHotel TajExp way*Gr.Noida SMS EP to 57333 
spam,A World Record! Can you guess  how many songs the legendary singer Asha Bhosle has sung? 1) 11 000 2) 5000 3) 20 000 ^1/ 2/ 3 Reply within 24 hrs to get an audio clip of her famous number. 
spam,NIMBUS FOOD (531598) CMP 6.50 TRGT 14 in Short Term. Company plans to enter into lucrative segment of Breweries n Distillery. Buy n hold for 1 month 
spam,NightStore:Discount only from 10PM-10AM:Offer :12MP WebCam with HP Refurbished PC 2.4GHz/512MB/NewTFT @Rs14000.Send TTT PC to 542425. To Unsubscribe TTT UN 
spam,NIGHT DHAMAKA!Ab Aircel laya hai apke liye poore 50 Loc A2A Night Mins sirf Rs3 mein.To intezar kis bat ka?Turant Dial karein *122*552# or labh uthaen.Vdty 1Day 
spam,NIEC  New Delhi invites u to FNORD 11 annual technocultural fest Date 14 15 16 March Prizes worth Rs 1.5 lac For details www.fnord11.com 
spam,nglishvocabulary voluble: marked by a ready and continuous flow of words INVITE: Biggest reunion: Kindly visit to see ur invite http://bit.ly/bgstrunio 
spam,What were you in your past life?  find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS 
spam,nglishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd 
spam,NewU-The most happening beauty store now @Maya  6/18 AJMAL KHAN ROAD  KAROLBAGH.Happy Women's Special-Shop for Rs.250 &get a free gift!!Super Deals  Exciting offers.Rush Now! 
spam,NEWSLINE4: 7.varshathe neenda bandham upeksichu congressum D.M.K. yum piriyumbol ad mudaledukkan anna d.m.k. *To leave this SMSGupShup grp   SMS to 092195 
spam,NewOffer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED) Rs.1050/-(free home delivery) 3Yrs. Guarantee Call 9911418813 9718201099 
spam,Home Remedies Want some home remedies to remove body scars? ^Yes/No All your replies to Blyk on Aircel are free. 
spam,New/Old Hindi/Bengali Songs! Call 543213 (tollfree) for DOUBLE music minutes on Airtel Radio offer - Call 543213 now! Hurry - Offer closes today!. 
spam,New Year Special   Full Talktime! Rs444 ke recharge par Rs444 ka Full Talktime. Talktime aseemit samay ke liye manya. Offer sirf 31-Dec-10 tak manya. 
spam,New year FREE gift pack of 25 Aroma candles n Holders MRP Rs1500 fr members   just pay Rs 499 as handling charges on delivery.To Order sms CDS to 53636.TnC apply 
spam,New Year FREE Gift   Get FREE Reebok White formal Men Shirt MRP Rs1599.Just pay Rs 499 as handling charges on gift delivery.To Order SMS SHRT to 53636. TnC apply 
spam,New Year Dhamaka! Kewal aapke liye 100 Local ya STD SMS bilkul muft   26-Dec-10 se 30-Dec-10 tak. To Know Balance dial *123*7# 
spam,New Winter Wear Added @ Thomas Scott   BUY 1 & TAKE 3* + 1* Free OR FLAT 60% OFF @ M.G Marg    Above Pawan Mega mart   Gangtok 
spam,What were you in your past life?  find out your inside past. SMS Past <date of birth> to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.2/SMS 
spam,New Winter Wear Added @ Thomas Scott  BUY 1 & TAKE 3* + 1* Free            ORFLAT 60% OFF@ M.G Marg    Above Pawan Mega mart   Gangtok 
spam,New version of way2sms.com has been rolled out exclusively for you.Login to way2sms.com and experience the all new way2sms with exciting features.-Way2SMS Team 
spam,New Trousers   corduroy   sweatshirts & jackets just arrived.Buy 1 get 3 free + 1 t-shirt free above 2000/- MRP . Visit THOMAS SCOTT   M.G.Marg . 
spam,What's In The Picture? Guess what the museum in the attached picture is for: 1) Flower pots 2) Toilets 3) Handicrafts ^1/ 2/ 3 Reply within 24 hrs to know the buzz. 
spam,New tower launch in PARAS TIEREA & SEASON at Noida Xpressway *1/2/3/4 BHK @22 lac* *Near to proposed METRO *Construction in full swing Call 9999370217 
spam,New Stock Arrived of Designer Bridal Wear - Sarees   Lahenga   Choli Suit   Designer Dresses   Dress Materials & Ladies Western Outfit. at SAKSHI Amin Marg   RAJKOT 
spam,New STD Pack 249. Rs249 se recharge karein aur payein 500 STD minutes   validity 30 din. Check balance minutes at *123*8#. 
spam,New SMS Pack! Recharge with Rs26 & send 500 Local/National SMS/day for 15days! Recharge with Rs47& send 500 Local/National SMS/day for 30days!Instant help *121# 
spam,New SMS Pack! Recharge with Rs26 & send 500 Local/National SMS/day for 15days! Recharge with Rs47& send 500 Local/National SMS/day for 30days! 
spam,New project G.T.M Greens luxury app- Sonepat(delhi NCR)ass-& supp-by DHFL  price:1529/-sq.ft  area 2bhk-1250  3bhk-1650sq.ft 9958044450 
spam,New pepe shirts  tees and Denims just arrived @ STYLE The arcade  kazi road  Gangtok 
spam,What were you in your past life?  find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.2/SMS 
spam,NEW PASSPORT / RENEWAL/ TATKAL / ADDRESS CHANGE / NAME CHANGE / ADD.BOOKLET / ECNR / SPOUSE NAME ADD. ANY PASSPORT SERVICES. CONTACT- JHA-9555067555 
spam,New Offer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED)  Rs. 1050/-(free home delivery) 3 Yr. Guarantee Call 9891943780 9891943823 
spam,A Taller You! Want to be taller? Choose one of these exercises & grow 2-3 inches taller. 1) Standing Forward Bend 2) Downward Facing Dog 3) Head to Knee ^1/2/3 All your replies to Blyk on Aircel are free. 
spam,New Offer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED)  Rs. 1050/-(free home delivery) 3 Yr. Guarantee Call 9891943823 9891943780 
spam,New Mobile Internet Value Packs! Spl RC65=2.5GB Free mobile internet for 30 days! Rush to nearest retailer now & experience or sms GPRS65 to 121 to activate now 
spam,NEW LAUNCH UNITECH SOUTH PARK SECTOR 70 GURGAON ON GOLF COURSE EXT. ROAD .3BHK(1550 SQ.FT) APTS .FITTED WITH A.CS & IMPORTED FLOORING.BEST DEALS AT 9999210531 
spam,New Era of Online Shopping at your fingertips.Logon to www.bidboon.com & win brand new premium products at huge discounts.Hurry now:Apple MacBook Pro on demand! 
spam,New Deals: -iPod Dock@1150   Wireless head-phone@550 -Upto Rs 500 off on air-tickets More gadgets   footwear & service deals on www.fullondeals.com 
spam,New color SILVER CROCBAND added @ The Arcade  Kazi road  Gangtok. 
spam,New batch Guaranteed Spoken ENGLISH Class with Grammar.FREE Course Book+CD! Mastermind   Manorama Road   Thampanoor   Trivandrum. Call Now: 7736801024 Thank You! 
spam,New Arrivals !!!Madame coats   jackets   sweaters and sweatshirts for women. Arrow Coats   sweaters and jackets from Men @ Thar Acade   Kazi Road. 
spam,What sports do you indulge in? 1) Court 2) Field 3) Running 4) All 5) None ^1/2/3/4/5 Reply to choose the right athletic shoe for you. 
spam,New Arrivals !!! Madame coats   jackets   sweaters and sweatshirts for women. Arrow Coats   sweaters and jackets from Men @ Thar Acade   Kazi Road. 
spam,Vettel's Victory How many Grand Prix's has Sebastian Vettel won this season? 1) Three 2) Four 3) Five ^1/2/3 Reply within 24 hrs to get a video from Monaco GP. 
spam,Free Karaoke Are you a bathroom singer? Pick a song to sing along: 1) Dhunki - MBKD 2) Summer of 69 3) Chammak Challo - Ra One  ^1/ 2/ 3 Reply within 24 hrs to get a karaoke track and lyrics. 
spam,Never Cum Back Comercial Investmnt Oportunity on Sohna Road. Avlb at Incredible Low Rate of 23.5 Lac Onwrds. Min Size 550 sq.ft. Rates Revising Soon. 991002086 
spam,Never Before Opportunity >Gurgaon Hottest Location >Diplomatic Enclave >IGI Airport >Golf Course >ISBT Terminal >Resi Flats 3/4/5 Bhk sms PUNJ to 54242 
spam,Never Before Offer BY ANSAL API!!Book 2 bhk + kids room in sec 91 gurg @ NEVER BEFORE PRICE OF Rs 42.8 lac only.To avail best offer Call Team Agni 9212255555 
spam,Never Before Never Again  The Safest Assured Return @ 12%   48 Months Bank GUARANTEE. Min Invest 16 Lac   Get 16000/-PM Return. For more details sms INT to 56070 
spam,Job is knocking @ Ur door. Don¿t be late. Hurry up & don¿t miss this great opportunity.  Call @ 9609791352   www.cyberjob.in-Sent 4rm 160by2.com
spam,NEHRU PLACE EXTN NOIDA X-Way OFFICE SPACE - xclusv Deals  INVEST Rs16 Lac & EARN Rs16000pm for best deal Call: 9717115611 or SMS SF to 56677 
spam,Neevu miss maadida avakaasha matte siguvudilla!Mobile nalliye padeyiri job alerts kevala Rs 2/dinakke. Dial madi *801*1# 
spam,What kind of a person are you? 1) I love telling stories 2) I'm a perfectionist 3) I'd rather stay home with a good book than party ^1/ 2/ 3 
spam,Need to clear doubts before exams? Experienced tutors help is just a click away- Free helpdesk round the clock. Just logon to eAgetutor.com or call 011-46592191 
spam,Need Tips to Grow ur Buisness? Need Gyan to retain Customers? No need to HIRE a MBA Get Smart Gyan for FREE frm our Marketing Guru sms JOIN MGURU to 09219592195 
spam,Centerfresh Actisport Complete the sentence after viewing the attached advertisement.  'Chahe koi mujhe ________ kahe  kehne do ji kehta rahe' 1) Junglee 2) Pagal  3) Deewana ^ 1/ 2/ 3 All replies are FREE  
spam,Need some talktime? Just sms CREDIT to 144 (tollfree) and get Rs10 this amount along with service charge of Rs2 will be debited from your account in 48hrs 
spam,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP UP.SMSLOAN to 57333 or call at 45595488.ICICI HOME LOANS. 
